0.053549803,0.88172043,0.162790698,0.891304348,0.714285714,0.671641791,0.666666667,0.045289855,0.322916667
0.089669472,0.838709677,0.369767442,0.945652174,0.714285714,1,0.755555556,0.000181159,0.010416667
0.661821157,0.88172043,0.030232558,0.956521739,0.714285714,0.671641791,0.666666667,0.000567633,0.989583333
0.01796815,0.978494624,0.276744186,1,0.607142857,0.671641791,0.711111111,0.005439614,0.916666667
0.01410531,0.860215054,0.041860465,0.945652174,0.714285714,0.835820896,0.266666667,0.014028986,0.958333333
0.014220168,0.784946237,0.037209302,0.793478261,0.607142857,0.671641791,0.711111111,0.004338164,0.625
0.043927966,0.978494624,0.027906977,0.989130435,0.607142857,1,0.711111111,0.009794686,0.03125
0.020092007,0.741935484,0.062790698,0.739130435,0.482142857,0.835820896,0.422222222,0.0027343,0.072916667
0.013222721,0.903225806,0.353488372,0.967391304,0.607142857,0.671641791,0.711111111,0.000164251,0.9375
0.011358805,0.956989247,0.311627907,0.989130435,0.607142857,0.835820896,0.177777778,0.010002415,0.958333333
0.019344425,0.849462366,0.176744186,0.945652174,0.714285714,0.671641791,0.755555556,0.002516908,0.083333333
0.037173538,0.892473118,0.251162791,0.967391304,0.357142857,0.835820896,0.355555556,0.008939614,0.052083333
0.015515841,0.849462366,0.372093023,0.847826087,0.714285714,0.835820896,0.755555556,0.016123188,0.072916667
0.046916277,0.838709677,0.102325581,0.847826087,0.357142857,0.835820896,0.355555556,0.018045894,0.052083333
0.019560035,0.827956989,0.281395349,0.836956522,0.482142857,0.835820896,0.422222222,0.001922705,0.03125
0.006145885,0.849462366,0.137209302,0.847826087,0.714285714,0.671641791,0.666666667,0.000301932,0.979166667
0.019056274,0.784946237,0.051162791,0.782608696,0.357142857,0.507462687,0.577777778,0.001509662,0.09375
0.035505081,0.870967742,0.034883721,0.956521739,0.714285714,1,0.755555556,0.001823671,0.364583333
0.266590364,0.817204301,0.239534884,0.826086957,0.892857143,0.835820896,0.911111111,0.000664251,0.020833333
0.014306815,0.849462366,0.013953488,0.945652174,0.714285714,0.671641791,0.666666667,1.93E-05,0.927083333
0.002619558,0.698924731,0.306976744,0.695652174,0.714285714,0.671641791,0.755555556,0.000905797,0.0625
0.208053326,0.688172043,0.06744186,0.695652174,0.892857143,0.835820896,0.911111111,0.179649758,0.364583333
0.019142921,0.817204301,0.330232558,0.826086957,0.714285714,0.671641791,0.755555556,0.003804348,0.645833333
0.045961146,0.935483871,0.234883721,0.934782609,0.714285714,0.835820896,0.266666667,0.011577295,0.104166667
0.017565141,0.935483871,0.046511628,0.97826087,0.714285714,1,0.666666667,0.007388889,0.375
0.07480046,0.52688172,0.113953488,0.543478261,0.714285714,0.671641791,0.666666667,0.029277778,0.916666667
0.044733984,0.967741935,0.025581395,0.989130435,0.446428571,1,0.555555556,0.001678744,0.322916667
0.074758144,0.817204301,0.351162791,0.826086957,0.892857143,0.835820896,0.911111111,0.000664251,0.052083333
0.027404603,0.419354839,0.086046512,0.423913043,0.803571429,0.835820896,0.866666667,0.00110628,0.958333333
0.057122476,0.849462366,0.025581395,0.847826087,0.357142857,0.835820896,0.355555556,0.030176329,0.09375
0.01839937,0.903225806,0.286046512,0.967391304,0.607142857,0.671641791,0.711111111,0.004963768,0.9375
0.022703504,0.88172043,0.023255814,0.956521739,0.714285714,0.671641791,0.666666667,0.00307971,0.072916667
0.127995615,0.903225806,0.181395349,0.967391304,0.714285714,1,0.755555556,0.002161836,0.364583333
0.00454997,0.752688172,0.202325581,0.760869565,0.607142857,1,0.6,0.00089372,0.020833333
0.093095048,0.817204301,0.455813953,0.826086957,0.892857143,0.835820896,0.911111111,0.007427536,0.041666667
